,maker,group,code,name,model_name,storage,color_name,hidden,storage_hidden,color_hidden,class_hidden,size,display_inch,display_cm,weight,battery,front_camera,back_camera,price,score,summary,pl_launch
0,LG전자,,LG-F160S,옵티머스 LTE2,옵티머스 LTE2,16 GB,,,,,,69.5 x 134.7 x 8.9,4.7,,2150 mAh,옵티머스 LTE2,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 05
0,LG전자,,LG-F310L,엘지 지엑스 GX로밍,엘지 지엑스 GX로밍,32 GB,,,,,,76.1 x 150.6 x 9.2,5.5,,3140 mAh,엘지 지엑스 GX로밍,(0 메가픽셀),4208 x 3120 (13.1 메가픽셀),,,,2013. 12
0,LG전자,,LG-F310LR,엘지 지엑스 GX로밍,엘지 지엑스 GX로밍,32 GB,,,,,,76.1 x 150.6 x 9.2,5.5,,3140 mAh,엘지 지엑스 GX로밍,(0 메가픽셀),4208 x 3120 (13.1 메가픽셀),,,,2013. 12
0,LG전자,,LG-F430L,엘지 지엑스2,엘지 지엑스2,,,,,,,79.2 x 152.1 x 9.1,5.7,,3200 mAh,엘지 지엑스2,(0 메가픽셀),(0 메가픽셀),,,,2014. 08
0,LG전자,,LG-F440L,아이스크림 스마트,아이스크림 스마트,8 GB,,,,,,59.4 x 118.6 x 16.9,3.5,,1700 mAh,아이스크림 스마트,640 x 480 (0.3 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2005. 01
0,LG전자,,LG-F520L,페르소나폰 아카,페르소나폰 아카,16 GB,,,,,,71.9 x 138.7 x 9.9,5,,2610 mAh,페르소나폰 아카,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2014. 11
0,LG전자,,LG-F520S,페르소나폰 아카,페르소나폰 아카,16 GB,,,,,,71.9 x 138.7 x 9.9,5,,2610 mAh,페르소나폰 아카,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2014. 11
0,LG전자,,LG-F580L,젠틀,젠틀,4 GB,,,,,,58.7 x 117.7 x 16.6,3.2,,1700 mAh,젠틀,640 x 480 (0.3 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,미출시
0,LG전자,,LG-F620K,엘지 클래스,엘지 클래스,16 GB,,,,,,71.8 x 142 x 7.4,5,,2050 mAh,엘지 클래스,3264 x 2448 (8 메가픽셀),4128 x 3096 (12.8 메가픽셀),,,,2015. 09
0,LG전자,,LG-F620L,엘지 클래스,엘지 클래스,16 GB,,,,,,71.8 x 142 x 7.4,5,,2050 mAh,엘지 클래스,3264 x 2448 (8 메가픽셀),4128 x 3096 (12.8 메가픽셀),,,,2015. 09
0,LG전자,,LG-F620S,엘지 클래스,엘지 클래스,16 GB,,,,,,71.8 x 142 x 7.4,5,,2050 mAh,엘지 클래스,3264 x 2448 (8 메가픽셀),4128 x 3096 (12.8 메가픽셀),,,,2015. 09
0,LG전자,,LG-F660L,젠틀,젠틀,4 GB,,,,,,58.7 x 117.7 x 16.6,3.2,,1700 mAh,젠틀,640 x 480 (0.3 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,미출시
0,LG전자,,LG-K350,엘지K8,엘지K8,8 GB,,,,,,71.5 x 144.6 x 8.7,5,,2125 mAh,엘지K8,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,미출시
0,LG전자,,LG-KH5200,안드로-1,안드로-1,,,,,,,54.5 x 109 x 15.9,3.0,,1500 mAh,안드로-1,(0 메가픽셀),(0 메가픽셀),,,,2010. 02
0,LG전자,,LG-KU3700,옵티머스원,옵티머스원,,,,,,,59 x 113.5 x 13.5,3.2,,1500 mAh,옵티머스원,(0 메가픽셀),(0 메가픽셀),,,,2010. 10
0,LG전자,,LG-KU5900,옵티머스블랙,옵티머스블랙,2 GB,,,,,,64 x 122 x 9.2,4.0,,1500 mAh,옵티머스블랙,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2011. 04
0,LG전자,,LG-LU3000,옵티머스 마하,옵티머스 마하,,,,,,,59.7 x 120 x 11.8,3.8,,1500 mAh,옵티머스 마하,(0 메가픽셀),(0 메가픽셀),,,,2010. 12
0,LG전자,,LG-LU3700,옵티머스원,옵티머스원,,,,,,,59 x 113.5 x 13.5,3.2,,1500 mAh,옵티머스원,(0 메가픽셀),(0 메가픽셀),,,,2010. 10
0,LG전자,,LG-LU6200,옵티머스 LTE,옵티머스 LTE,,,,,,,67.9 x 132.9 x 10.4,4.5,,1830 mAh,옵티머스 LTE,(0 메가픽셀),(0 메가픽셀),,,,2011. 10
0,LG전자,,LG-LU6800,옵티머스빅,옵티머스빅,,,,,,,67.3 x 132 x 10.1,4.3,,1500 mAh,옵티머스빅,(0 메가픽셀),(0 메가픽셀),,,,2011. 05
0,LG전자,,LG-P530L,지패드4 8.0 FHD LTE,지패드4 8.0 FHD LTE,32 GB,,,,,,216.2 x 127 x 6.9,8,,3000 mAh,지패드4 8.0 FHD LTE,2560 x 1920 (4.9 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2017. 07
0,LG전자,,LG-P700,옵티머스 L7,옵티머스 L7,4 GB,,,,,,67 x 125.5 x 8.7,4.3,,1700 mAh,옵티머스 L7,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2012. 03
0,LG전자,,LG-P755L,지패드3 10.1,지패드3 10.1,32 GB,,,,,,256.2 x 167.9 x 7.9,10.1,,6000 mAh,지패드3 10.1,2560 x 1920 (4.9 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2017. 01
0,LG전자,,LG-P815L,엘지 지패드2,엘지 지패드2,16 GB,,,,,,216.8 x 126.5 x 8.8,8.3,,4800 mAh,엘지 지패드2,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,미출시
0,LG전자,,LG-SU370,옵티머스원,옵티머스원,,,,,,,59 x 113.5 x 13.5,3.2,,1500 mAh,옵티머스원,(0 메가픽셀),(0 메가픽셀),,,,2010. 10
0,LG전자,,LG-SU640,옵티머스 LTE,옵티머스 LTE,,,,,,,67.9 x 132.9 x 10.4,4.5,,1830 mAh,옵티머스 LTE,(0 메가픽셀),(0 메가픽셀),,,,2011. 10
0,LG전자,,LG-SU660,옵티머스2X,옵티머스2X,,,,,,,63.2 x 123.9 x 10.9,4.0,,1500 mAh,옵티머스2X,(0 메가픽셀),(0 메가픽셀),,,,2011. 01
0,LG전자,,LG-SU760,옵티머스3D,옵티머스3D,,,,,,,68 x 128.8 x 12,4.3,,1500 mAh,옵티머스3D,(0 메가픽셀),(0 메가픽셀),,,,2011. 07
0,LG전자,,LG-SU870,옵티머스 3D 큐브,옵티머스 3D 큐브,,,,,,,67.4 x 126.8 x 9.8,4.3,,1520 mAh,옵티머스 3D 큐브,(0 메가픽셀),(0 메가픽셀),,,,2012. 02
0,LG전자,,LG-SU880,옵티머스EX,옵티머스EX,,,,,,,63.4 x 118 x 9.65,4.0,,1500 mAh,옵티머스EX,(0 메가픽셀),(0 메가픽셀),,,,2011. 09
0,LG전자,,LG-T540,엘지 마그나,엘지 마그나,8 GB,,,,,,69.9 x 139.6 x 10.1,5,,2540 mAh,엘지 마그나,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2015. 07
0,LG전자,,LGV35,V35,V35,64 GB / 128 GB,,,,,,75.4 x 151.7 x 7.3,6,,3300 mAh,V35,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),,,,2018. 07
0,LG전자,,LG-V400,지패드7.0,지패드7.0,,,,,,,189.3 x 113.8 x 10.1,7,,4000 mAh,지패드7.0,(0 메가픽셀),(0 메가픽셀),,,,2014. 07
0,LG전자,,LG-V480,엘지 지패드8.0,엘지 지패드8.0,16 GB,,,,,,210.8 x 124.2 x 9.95,8,,4200 mAh,엘지 지패드8.0,1280 x 960 (1.2 메가픽셀),2560 x 1920 (4.9 메가픽셀),,,,2014. 12
0,LG전자,,LG-V498,지패드2 8.0,지패드2 8.0,,,,,,,210.8 x 124.2 x 9,8,,4200 mAh,지패드2 8.0,(0 메가픽셀),(0 메가픽셀),,,,2015. 08
0,LG전자,,LG-V525,지패드3 8.0 LTE,지패드3 8.0 LTE,16 GB,,,,,,210.7 x 124.1 x 7.9,,,4800 mAh,지패드3 8.0 LTE,2560 x 1920 (4.9 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2016. 05
0,LG전자,,LG-V700,LG 지패드 10.1,LG 지패드 10.1,16 GB,,,,,,260.9 x 165.9 x 8.9,10.1,,8000 mAh,LG 지패드 10.1,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2014. 06
0,LG전자,,LG-V755,지패드3,지패드3,,,,,,,256.2 x 167.9 x 6.7,10.1,,6000 mAh,지패드3,(0 메가픽셀),(0 메가픽셀),,,,2016. 05
0,LG전자,,LG-X145,L60,L60,4 GB,,,,,,66.3 x 124.15 x 11.8,4.3,,1540 mAh,L60,640 x 480 (0.3 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2014. 08
0,LG전자,,LG-X147,L60 듀얼,L60 듀얼,4 GB,,,,,,66.3 x 124.1 x 12,4.3,,1700 mAh,L60 듀얼,640 x 480 (0.3 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2014. 08
0,LG전자,,LG-X760,지패드3,지패드3,,,,,,,256.2 x 167.9 x 6.7,10.1,,6000 mAh,지패드3,(0 메가픽셀),(0 메가픽셀),,,,2016. 05
0,LG전자,,LM-Q720,Q7,Q7,32 GB,,,,,,69.3 x 143.8 x 8.4,5.5,,3000 mAh,Q7,3264 x 2448 (8 메가픽셀),4160 x 3120 (13 메가픽셀),,,,2018. 06
0,LG전자,,LM-Q730,Q70,Q70,64 GB,,,,,,76.8 x 162.1 x 8.3,6.4,,4000 mAh,Q70,(0 메가픽셀),6528 x 4896 (32 메가픽셀),,,,2019. 09
0,LG전자,,LM-T600,지패드5 10.1,지패드5 10.1,,,,,,,247.2 x 150.7 x 8,10.1,,8200 mAh,지패드5 10.1,(0 메가픽셀),(0 메가픽셀),,,,2019. 10
0,LG전자,,LM-T600L,지패드5 10.1,지패드5 10.1,,,,,,,247.2 x 150.7 x 8,10.1,,8200 mAh,지패드5 10.1,(0 메가픽셀),(0 메가픽셀),,,,2019. 10
0,LG전자,,LM-V500,V50 ThinQ 자급제,V50 ThinQ 자급제,128 GB,,,,,,76.1 x 159.2 x 8.3,6.4,,4000 mAh,V50 ThinQ 자급제,3264 x 2448 (8 메가픽셀),4032 x 3024 (12.2 메가픽셀),,,,2019. 05
0,해외,,LM-V600,V60 ThinQ,V60 ThinQ,128 GB / 256 GB,,,,,,77.6 x 169.3 x 8.9,6.8,,5000 mAh,V60 ThinQ,(0 메가픽셀),9280 x 6944 (64.4 메가픽셀),,,,2020. 02
0,LG전자,,LM-X210,X2,X2,16 GB,,,,,,71.9 x 144.8 x 8.2,5,,2500 mAh,X2,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2018. 07
0,LG전자,,LM-X220,X2 2019,X2 2019,32 GB,,,,,,71.5 x 147 x 8.2,5.45,,3000 mAh,X2 2019,2560 x 1920 (4.9 메가픽셀),4160 x 3120 (13 메가픽셀),,,,2019. 08
0,LG전자,,LM-X420,X4 2019,X4 2019,32 GB,,,,,,71.9 x 153 x 8.3,5.7,,3000 mAh,X4 2019,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),,,,2019. 04
0,해외,,Nexus 10,넥서스10,넥서스10,16 GB / 32 GB,,,,,,263.9 x 177.6 x 8.9,10.1,,9000 mAh,넥서스10,(0 메가픽셀),2592 x 1936 (5 메가픽셀),,,,2012. 10
0,LG전자,,Nexus 4,넥서스4,넥서스4,8 GB / 16 GB,,,,,,68.7 x 133.9 x 9.1,4.7,,2100 mAh,넥서스4,1280 x 960 (1.2 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 11
0,LG전자,,Nexus 5,넥서스 5x,넥서스 5x,16 GB / 32 GB,,,,,,72.6 x 147 x 7.9,5.2,,2700 mAh,넥서스 5x,2592 x 1944 (5 메가픽셀),4032 x 3024 (12.2 메가픽셀),,,,2016. 03
0,LG전자,,Nexus 5X,넥서스 5x,넥서스 5x,16 GB / 32 GB,,,,,,72.6 x 147 x 7.9,5.2,,2700 mAh,넥서스 5x,2592 x 1944 (5 메가픽셀),4032 x 3024 (12.2 메가픽셀),,,,2016. 03
0,삼성전자,,Nexus S,넥서스 S,넥서스 S,16 GB,,,,,,63 x 123.9 x 10.9,4.0,,1500 mAh,넥서스 S,(0 메가픽셀),2560 x 1920 (4.9 메가픽셀),,,,2011. 02
0,삼성전자,,SHV-E110S,갤럭시 S2 LTE,갤럭시 S2 LTE,,,,,,,68.8 x 129.8 x 9.49,4.5,,1850 mAh,갤럭시 S2 LTE,(0 메가픽셀),(0 메가픽셀),,,,2011. 09
0,삼성전자,,SHV-E120K,갤럭시 S2 HD,갤럭시 S2 HD,,,,,,,68.8 x 132.65 x 9.5,4.65,,1850 mAh,갤럭시 S2 HD,(0 메가픽셀),(0 메가픽셀),,,,2011. 10
0,삼성전자,,SHV-E120L,갤럭시 S2 HD,갤럭시 S2 HD,,,,,,,68.8 x 132.65 x 9.5,4.65,,1850 mAh,갤럭시 S2 HD,(0 메가픽셀),(0 메가픽셀),,,,2011. 10
0,삼성전자,,SHV-E120S,갤럭시 S2 HD,갤럭시 S2 HD,,,,,,,68.8 x 132.65 x 9.5,4.65,,1850 mAh,갤럭시 S2 HD,(0 메가픽셀),(0 메가픽셀),,,,2011. 10
0,삼성전자,,SHV-E140K,갤럭시 탭 8.9 LTE,갤럭시 탭 8.9 LTE,16 GB / 32 GB / 64 GB,,,,,,230.9 x 157.8 x 8.6,8.9,,6000 mAh,갤럭시 탭 8.9 LTE,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 12
0,삼성전자,,SHV-E140L,갤럭시 탭 8.9 LTE,갤럭시 탭 8.9 LTE,16 GB / 32 GB / 64 GB,,,,,,230.9 x 157.8 x 8.6,8.9,,6000 mAh,갤럭시 탭 8.9 LTE,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 12
0,삼성전자,,SHV-E140S,갤럭시 탭 8.9 LTE,갤럭시 탭 8.9 LTE,16 GB / 32 GB / 64 GB,,,,,,230.9 x 157.8 x 8.6,8.9,,6000 mAh,갤럭시 탭 8.9 LTE,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 12
0,삼성전자,,SHV-E160K,갤럭시 노트 32GB,갤럭시 노트 32GB,16 GB / 32 GB,,,,,,83 x 146.9 x 9.7,5.3,,2500 mAh,갤럭시 노트 32GB,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2011. 11
0,삼성전자,,SHV-E160L,갤럭시 노트 32GB,갤럭시 노트 32GB,16 GB / 32 GB,,,,,,83 x 146.9 x 9.7,5.3,,2500 mAh,갤럭시 노트 32GB,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2011. 11
0,삼성전자,,SHV-E160S,갤럭시 노트 32GB,갤럭시 노트 32GB,16 GB / 32 GB,,,,,,83 x 146.9 x 9.7,5.3,,2500 mAh,갤럭시 노트 32GB,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2011. 11
0,삼성전자,,SHV-E230K,갤럭시 노트 10.1,갤럭시 노트 10.1,16 GB / 32 GB / 64 GB,,,,,,243.1 x 171.4 x 7.9,10.1,,8220 mAh,갤럭시 노트 10.1,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 08
0,삼성전자,,SHV-E230L,갤럭시 노트 10.1,갤럭시 노트 10.1,16 GB / 32 GB / 64 GB,,,,,,243.1 x 171.4 x 7.9,10.1,,8220 mAh,갤럭시 노트 10.1,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 08
0,삼성전자,,SHV-E230S,갤럭시 노트 10.1,갤럭시 노트 10.1,16 GB / 32 GB / 64 GB,,,,,,243.1 x 171.4 x 7.9,10.1,,8220 mAh,갤럭시 노트 10.1,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 08
0,삼성전자,,SHV-E250K,갤럭시 노트2,갤럭시 노트2,16 GB / 32 GB / 64 GB,,,,,,80.5 x 151.1 x 9.4,5.5,,3100 mAh,갤럭시 노트2,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 09
0,삼성전자,,SHV-E250L,갤럭시 노트2,갤럭시 노트2,16 GB / 32 GB / 64 GB,,,,,,80.5 x 151.1 x 9.4,5.5,,3100 mAh,갤럭시 노트2,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 09
0,삼성전자,,SHV-E250S,갤럭시 노트2,갤럭시 노트2,16 GB / 32 GB / 64 GB,,,,,,80.5 x 151.1 x 9.4,5.5,,3100 mAh,갤럭시 노트2,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 09
0,삼성전자,,SHV-E270L,갤럭시 그랜드,갤럭시 그랜드,,,,,,,76.9 x 143.5 x 9.6,5.0,,-,갤럭시 그랜드,(0 메가픽셀),(0 메가픽셀),,,,2013. 01
0,삼성전자,,SHV-E470S,갤럭시 S4 액티브,갤럭시 S4 액티브,16 GB,,,,,,71.3 x 139.7 x 9.1,4.99,,2600 mAh,갤럭시 S4 액티브,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2013. 06
0,삼성전자,,SHV-E500L,갤럭시 윈,갤럭시 윈,8 GB,,,,,,70.7 x 133.3 x 9.7,4.7,,2000 mAh,갤럭시 윈,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2013. 11
0,삼성전자,,SHV-E500S,갤럭시 윈,갤럭시 윈,8 GB,,,,,,70.7 x 133.3 x 9.7,4.7,,2000 mAh,갤럭시 윈,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2013. 11
0,삼성전자,,SHW-M100S,갤럭시 A,갤럭시 A,,,,,,,59.8 x 119.5 x 12.5,3.7,,1500 mAh,갤럭시 A,(0 메가픽셀),(0 메가픽셀),,,,2010. 04
0,삼성전자,,SHW-M110S,갤럭시 S,갤럭시 S,,,,,,,64.2 x 122.4 x 9.9,4.0,,1500 mAh,갤럭시 S,(0 메가픽셀),(0 메가픽셀),,,,2010. 06
0,삼성전자,,SHW-M130K,갤럭시 U,갤럭시 U,,,,,,,59.6 x 119.5 x 12.4,3.7,,1500 mAh,갤럭시 U,(0 메가픽셀),(0 메가픽셀),,,,2010. 08
0,삼성전자,,SHW-M130L,갤럭시 U,갤럭시 U,,,,,,,59.6 x 119.5 x 12.4,3.7,,1500 mAh,갤럭시 U,(0 메가픽셀),(0 메가픽셀),,,,2010. 08
0,삼성전자,,SHW-M180K,갤럭시 탭 와이브로,갤럭시 탭 와이브로,,,,,,,120.45 x 190.1 x 11.98,7.0,,4000 mAh,갤럭시 탭 와이브로,(0 메가픽셀),(0 메가픽셀),,,,2011. 03
0,삼성전자,,SHW-M180L,갤럭시 탭,갤럭시 탭,,,,,,,120.45 x 190.1 x 11.98,7.0,,4000 mAh,갤럭시 탭,(0 메가픽셀),(0 메가픽셀),,,,2010. 11
0,삼성전자,,SHW-M180S,갤럭시 탭,갤럭시 탭,,,,,,,120.45 x 190.1 x 11.98,7.0,,4000 mAh,갤럭시 탭,(0 메가픽셀),(0 메가픽셀),,,,2010. 11
0,삼성전자,,SHW-M180W,갤럭시 탭,갤럭시 탭,,,,,,,120.45 x 190.1 x 11.98,7.0,,4000 mAh,갤럭시 탭,(0 메가픽셀),(0 메가픽셀),,,,2010. 11
0,삼성전자,,SHW-M190S,갤럭시 S 호핀,갤럭시 S 호핀,,,,,,,64 x 122.4 x 10.9,4.0,,1500 mAh,갤럭시 S 호핀,(0 메가픽셀),(0 메가픽셀),,,,2011. 03
0,삼성전자,,SHW-M220L,갤럭시 네오,갤럭시 네오,,,,,,,56.9 x 115.9 x 12.14,3.5,,1500 mAh,갤럭시 네오,(0 메가픽셀),(0 메가픽셀),,,,2011. 04
0,삼성전자,,SHW-M240S,갤럭시에이스,갤럭시에이스,157.696 MB (megabytes),,,,,,59.9 x 112.4 x 11.5,3.5,,1350 mAh,갤럭시에이스,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2011. 01
0,삼성전자,,SHW-M250K,갤럭시 S2,갤럭시 S2,16 GB / 32 GB,,,,,,66.1 x 125.3 x 8.5,4.3,,1650 mAh,갤럭시 S2,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2011. 04
0,삼성전자,,SHW-M250L,갤럭시 S2,갤럭시 S2,16 GB / 32 GB,,,,,,66.1 x 125.3 x 8.5,4.3,,1650 mAh,갤럭시 S2,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2011. 04
0,삼성전자,,SHW-M250S,갤럭시 S2,갤럭시 S2,16 GB / 32 GB,,,,,,66.1 x 125.3 x 8.5,4.3,,1650 mAh,갤럭시 S2,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2011. 04
0,삼성전자,,SHW-M305W,갤럭시 탭 8.9 와이파이,갤럭시 탭 8.9 와이파이,16 GB / 32 GB / 64 GB,,,,,,230.9 x 157.8 x 8.6,8.9,,6000 mAh,갤럭시 탭 8.9 와이파이,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 10
0,삼성전자,,SHW-M380K,갤럭시 탭 10.1,갤럭시 탭 10.1,16 GB / 32 GB,,,,,,256.7 x 175.3 x 8.6,10.1,,6800 mAh,갤럭시 탭 10.1,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 07
0,삼성전자,,SHW-M380S,갤럭시 탭 10.1,갤럭시 탭 10.1,16 GB / 32 GB,,,,,,256.7 x 175.3 x 8.6,10.1,,6800 mAh,갤럭시 탭 10.1,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 07
0,삼성전자,,SHW-M380W,갤럭시 탭 10.1,갤럭시 탭 10.1,16 GB / 32 GB,,,,,,256.7 x 175.3 x 8.6,10.1,,6800 mAh,갤럭시 탭 10.1,(0 메가픽셀),2048 x 1536 (3.2 메가픽셀),,,,2011. 07
0,삼성전자,,SHW-M430W,갤럭시 탭 7.0 플러스,갤럭시 탭 7.0 플러스,,,,,,,122.35 x 193.7 x 9.96,7.0,,-,갤럭시 탭 7.0 플러스,(0 메가픽셀),(0 메가픽셀),,,,2012. 01
0,삼성전자,,SHW-M480K,갤럭시 노트 10.1,갤럭시 노트 10.1,16 GB / 32 GB / 64 GB,,,,,,243.1 x 171.4 x 7.9,10.1,,8220 mAh,갤럭시 노트 10.1,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 08
0,삼성전자,,SHW-M480W,갤럭시 노트 10.1,갤럭시 노트 10.1,16 GB / 32 GB / 64 GB,,,,,,243.1 x 171.4 x 7.9,10.1,,8220 mAh,갤럭시 노트 10.1,1920 x 1080 (2.1 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2012. 08
0,삼성전자,,SHW-M485W,갤럭시 노트 10.1 스마트홈패드2,갤럭시 노트 10.1 스마트홈패드2,,,,,,,262 x 180 x 8.9,10.1,,7000 mAh,갤럭시 노트 10.1 스마트홈패드2,(0 메가픽셀),(0 메가픽셀),,,,2013. 08
0,삼성전자,,SHW-M500W,갤럭시 노트 8.0,갤럭시 노트 8.0,16 GB / 32 GB,,,,,,210.8 x 135.9 x 8,8.0,,4600 mAh,갤럭시 노트 8.0,(0 메가픽셀),2592 x 1944 (5 메가픽셀),,,,2013. 04
0,삼성전자,,SM-A300F,갤럭시 A3,갤럭시 A3,16 GB,,,,,,65.5 x 130.1 x 6.9,4.5,,1900 mAh,갤럭시 A3,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2015. 01
0,삼성전자,,SM-A705F,갤럭시 A70,갤럭시 A70,128 GB,,,,,,76.7 x 164.3 x 7.9,6.7,,4500 mAh,갤럭시 A70,6528 x 4896 (32 메가픽셀),6528 x 4896 (32 메가픽셀),,,,2019. 03
0,삼성전자,,SM-A9000,갤럭시 A9,갤럭시 A9,32 GB,,,,,,80.9 x 161.7 x 7.4,6,,4000 mAh,갤럭시 A9,3264 x 2448 (8 메가픽셀),4160 x 3120 (13 메가픽셀),,,,2016. 01
0,삼성전자,,SM-C5000,갤럭시 C5,갤럭시 C5,32 GB / 64 GB,,,,,,72 x 145.9 x 6.7,5.2,,2600 mAh,갤럭시 C5,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),,,,2016. 05
0,삼성전자,,SM-C7000,갤럭시 C7,갤럭시 C7,32 GB / 64 GB,,,,,,77.2 x 156.6 x 6.7,5.7,,3300 mAh,갤럭시 C7,3264 x 2448 (8 메가픽셀),4608 x 3456 (15.9 메가픽셀),,,,2016. 05
0,삼성전자,,SM-F916N,갤럭시 Z 폴드2,갤럭시 Z 폴드2,256 GB / 512 GB,,,,,,128.2 x 159.1 x 6.9,7.6,,4500 mAh,갤럭시 Z 폴드2,10 MP (megapixels) (10 메가픽셀),4032 x 3024 (12.2 메가픽셀),,,,2020. 09
0,삼성전자,,SM-G355H,갤럭시 코어2,갤럭시 코어2,4 GB,,,,,,68 x 130.3 x 9.8,4.5,,2000 mAh,갤럭시 코어2,640 x 480 (0.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),,,,2014. 06
0,삼성전자,,SM-G3606,갤럭시 코어 프라임,갤럭시 코어 프라임,8 GB,,,,,,68.4 x 131.3 x 8.8,4.5,,2000 mAh,갤럭시 코어 프라임,(0 메가픽셀),2576 x 1932 (5 메가픽셀),,,,2014. 10
0,삼성전자,,SM-G3608,갤럭시 코어 프라임,갤럭시 코어 프라임,8 GB,,,,,,68.4 x 131.3 x 8.8,4.5,,2000 mAh,갤럭시 코어 프라임,(0 메가픽셀),2576 x 1932 (5 메가픽셀),,,,2014. 10
0,삼성전자,,SM-G3609,갤럭시 코어 프라임,갤럭시 코어 프라임,8 GB,,,,,,68.4 x 131.3 x 8.8,4.5,,2000 mAh,갤럭시 코어 프라임,(0 메가픽셀),2576 x 1932 (5 메가픽셀),,,,2014. 10
0,삼성전자,,SM-G530H,갤럭시 그랜드 프라임,갤럭시 그랜드 프라임,8 GB,,,,,,72.1 x 144.8 x 8.6,,,2600 mAh,갤럭시 그랜드 프라임,2560 x 1920 (4.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2014. 09
0,삼성전자,,SM-J100F,갤럭시 J1,갤럭시 J1,4 GB,,,,,,68.2 x 129 x 8.9,4.3,,1850 mAh,갤럭시 J1,1600 x 1200 (1.9 메가픽셀),2592 x 1944 (5 메가픽셀),,,,미출시
0,삼성전자,,SM-J320N0,갤럭시 J3 2016,갤럭시 J3 2016,8 GB,,,,,,71 x 142.3 x 7.9,5,,2600 mAh,갤럭시 J3 2016,1600 x 1200 (1.9 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2016. 05
0,삼성전자,,SM-P200,갤럭시 탭 A 8.0 S Pen 2019,갤럭시 탭 A 8.0 S Pen 2019,32 GB,,,,,,201.5 x 122.4 x 8.9,8.0,,4200 mAh,갤럭시 탭 A 8.0 S Pen 2019,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2019. 06
0,삼성전자,,SM-P205,갤럭시 탭 A 8.0 S Pen 2019,갤럭시 탭 A 8.0 S Pen 2019,32 GB,,,,,,201.5 x 122.4 x 8.9,8.0,,4200 mAh,갤럭시 탭 A 8.0 S Pen 2019,(0 메가픽셀),3264 x 2448 (8 메가픽셀),,,,2019. 06
